alpha	lambda	data.name	mse_1	rsq_1	parameter.df_1	estimate.cor_1	p.value_1	mse_2	rsq_2	parameter.df_2	estimate.cor_2	p.value_2	mse_3	rsq_3	parameter.df_3	estimate.cor_3	p.value_3	mse_4	rsq_4	parameter.df_4	estimate.cor_4	p.value_4	mse_5	rsq_5	parameter.df_5	estimate.cor_5	p.value_5	mse_6	rsq_6	parameter.df_6	estimate.cor_6	p.value_6	mse_7	rsq_7	parameter.df_7	estimate.cor_7	p.value_7	mse_8	rsq_8	parameter.df_8	estimate.cor_8	p.value_8	mse_9	rsq_9	parameter.df_9	estimate.cor_9	p.value_9	mse_10	rsq_10	parameter.df_10	estimate.cor_10	p.value_10
0	3.42897593141229	ENSG00000006747.10	0.115962761047991	-0.121024821162147	12	-0.182314727378625	0.73362803520226	0.180339889524921	-0.14963979391019	12	0.0384537943349822	0.448080232495229	0.18749256047852	-0.145338088707704	11	0.413505365996211	0.0800845463953996	0.253133619880412	-0.0828645363051828	12	-0.221556877684234	0.77674219126176	0.302232500774458	-0.00759033668236175	11	0.405883729718433	0.0843968627239699	0.196936569479758	-0.105327539641391	12	0.491659775439785	0.0370815097652525	0.353309460860114	-0.217993692677847	11	0.151194509631337	0.310984499148487	0.188804898899796	-0.108380680802262	12	-0.0624661411730745	0.584001613271447	0.101385476753761	-0.0679162411166221	11	-0.029555901904634	0.538179025677193	0.168992376359023	0.00525243961712818	12	0.234983291697829	0.209351877447127
0	2.9394689845512	ENSG00000006747.10	0.116165040532105	-0.12298027928038	12	-0.18240321400168	0.733729170097529	0.180327941000188	-0.149563623854035	12	0.0382721290504852	0.448324315232231	0.187167882928776	-0.143354727003535	11	0.412634710815393	0.0805698021041448	0.253582159618557	-0.0847833164964125	12	-0.221282596334396	0.776453455111505	0.301889191006796	-0.00644580191691357	11	0.406649112361993	0.0839572252758263	0.196616481941323	-0.103531014129332	12	0.492007368456696	0.0369637041226248	0.353015493986689	-0.216980275723722	11	0.151249789763434	0.310920066215543	0.188745195852248	-0.108030193580409	12	-0.0628614327928085	0.584526224085195	0.101405696007493	-0.0681292151059414	11	-0.028933587411228	0.537377186569019	0.168871016930338	0.0059668031772806	12	0.233085626903474	0.211289927549404
0	2.51984209978975	ENSG00000006747.10	0.116397163983736	-0.125224242329382	12	-0.182505074495929	0.733845569619546	0.180316775221811	-0.149492443688705	12	0.0380615422931552	0.448607277688657	0.186803347020189	-0.141127882057044	11	0.411610951837483	0.0811428133749113	0.254095520574079	-0.0869793913335726	12	-0.220964870898251	0.77611875492073	0.301501687860039	-0.00515393414919863	11	0.407535372443971	0.0834499958410641	0.196255475907123	-0.101504829187488	12	0.492400194147921	0.0368308878744032	0.352685246703882	-0.215841786234923	11	0.151313863661541	0.310845389730479	0.188681212575705	-0.107654579239747	12	-0.0633186000683078	0.585132789863891	0.101431006789445	-0.0683958193177789	11	-0.0282132290328396	0.536448857755008	0.168738212541067	0.00674853573280487	12	0.230890293915508	0.213543313770085
0	2.16011947778461	ENSG00000006747.10	0.116662725085398	-0.127791450835009	12	-0.182622078684602	0.733979246745327	0.180307146916186	-0.149431064681967	12	0.0378176844198017	0.448934974446795	0.186396315242243	-0.138641442075604	11	0.410406428869116	0.0818203586781186	0.254681188659706	-0.0894847843361712	12	-0.220597254068126	0.775731189469121	0.301066319012663	-0.0037024905010663	11	0.408560356492517	0.0828658318588164	0.195850227678725	-0.0992303302032613	12	0.492841530807416	0.0366820738310824	0.352316260658213	-0.214569749320835	11	0.151388046984721	0.310758939299573	0.188613673058798	-0.107258087961361	12	-0.0638465585949555	0.58583306149348	0.101462515076433	-0.0687277032570004	11	-0.0273804334639527	0.535375419134474	0.168594434551688	0.0075948626929504	12	0.22835424402358	0.216161482225909
0	1.85174942457458	ENSG00000006747.10	0.116965456246565	-0.13071798641195	12	-0.182756144799656	0.73413238077532	0.180300007684012	-0.149385553145793	12	0.0375356399621989	0.449314024155536	0.185944639422134	-0.135882284489838	11	0.408988502531197	0.0826226016574644	0.25534686792778	-0.0923324521895845	12	-0.220172498072769	0.775282972666793	0.300579673741823	-0.00208010021863636	11	0.40974410980229	0.0821944622722399	0.195397674802571	-0.0966903288288117	12	0.493333839910886	0.0365165761137555	0.351906505812192	-0.213157166660911	11	0.151473822015583	0.310658991480023	0.188543679153281	-0.106847188174851	12	-0.064455229754757	0.586640094232318	0.101501463905525	-0.0691379601151974	11	-0.0264190630414221	0.534135979170721	0.16844073942913	0.00849956532806773	12	0.22542954321709	0.219200802138156
0	1.5874010519682	ENSG00000006747.10	0.11730912212489	-0.134040242421613	12	-0.182909321362042	0.734307295781958	0.180296514348249	-0.149363283653356	12	0.0372098843971379	0.449751868790023	0.185446870722176	-0.132841558767316	11	0.40731879765465	0.0835737649044316	0.2561002462715	-0.0955552824529848	12	-0.219682513293641	0.774765376827079	0.300038776379549	-0.000276842944956668	11	0.411108990963589	0.0814247253827704	0.194895176395982	-0.0938700028279273	12	0.493878231719185	0.0363341874381139	0.351454569297716	-0.21159916755502	11	0.151572847833242	0.31054361829411	0.188472772165726	-0.106430928132888	12	-0.0651555483552404	0.58756824820726	0.101549200310084	-0.0696407785005575	11	-0.0253111564704163	0.532707267496135	0.168278912994152	0.00945213167968695	12	0.222063333566864	0.222725147170492
0	1.36079000017438	ENSG00000006747.10	0.117697373727986	-0.137793513557909	12	-0.183083755669534	0.73450642364224	0.180298021386709	-0.14937289079789	12	0.0368342489824156	0.450256822357377	0.184902485641447	-0.129516066991582	11	0.405352443366747	0.0847029014422836	0.256948678876978	-0.0991847394186394	12	-0.219118349117751	0.77416869611499	0.299441275946146	0.00171511907540012	11	0.412679729088838	0.0805446649386716	0.194340686919172	-0.0907578713899824	12	0.494473747124507	0.0361354121559311	0.350959858551999	-0.209893709211175	11	0.151686966840524	0.310410680089759	0.188402981246191	-0.106021219977227	12	-0.0659594213978907	0.588633121645144	0.101607115285996	-0.0702508100885171	11	-0.0240368996983822	0.531063592080257	0.168111615647477	0.0104369017092545	12	0.218198033585889	0.226806326763487
0	1.16652903957612	ENSG00000006747.10	0.11813356134596	-0.142010187445401	12	-0.183281645353355	0.734732247651992	0.180306051734577	-0.149424083063186	12	0.0364018995754723	0.450838101128822	0.18431211304965	-0.125909650746643	11	0.403037391237441	0.0860447481435548	0.257898784188865	-0.103249135718446	12	-0.218470208829758	0.773482242250809	0.298785639636391	0.00390089594716336	11	0.414483394057869	0.0795417042816007	0.193732931945524	-0.0873467816594047	12	0.495116415503578	0.0359217652956	0.350422804531833	-0.208042277303304	11	0.151818205633416	0.310257825107364	0.188336848481149	-0.105632987047001	12	-0.0668796161157105	0.589851387589272	0.101676551226756	-0.0709821946144797	11	-0.0225746712742585	0.529176893081352	0.167942515781116	0.0114322819929567	12	0.213771882491093	0.231524243093723
0	1	ENSG00000006747.10	0.118620509665732	-0.146717570644576	12	-0.183505169469967	0.734987222763474	0.180322241300571	-0.14952728912238	12	0.0359053382632703	0.451505823544204	0.183677741920577	-0.122034460100946	11	0.400313944198898	0.0876406194739316	0.258955956007836	-0.107771545156139	12	-0.217727513829823	0.772694388467512	0.298071333208811	0.00628226873802706	11	0.416549241687251	0.078402921384192	0.193071570617969	-0.0836348205394841	12	0.495798049610039	0.0356961468112283	0.349845045469001	-0.20605051944688	11	0.151968767498753	0.310082498926849	0.188277419958962	-0.105284111428494	12	-0.0679295493867182	0.591240497081671	0.101758674053809	-0.0718472129936834	11	-0.020901192574816	0.527016933786992	0.167776395134156	0.012410125561127	12	0.208719958688046	0.236966596834073
0	0.857243982853073	ENSG00000006747.10	0.119160265659236	-0.151935451459254	12	-0.183756396218201	0.735273669250979	0.18034825514073	-0.149693123458406	12	0.0353364412775045	0.452270961648942	0.18300288523902	-0.117911954867499	11	0.39711469775835	0.0895392582533547	0.260123808348119	-0.112767427897953	12	-0.216879036288212	0.771792682221894	0.297298967756321	0.00885720017102032	11	0.418908386626662	0.0771154493997503	0.192357326750325	-0.0796260505126014	12	0.496504747433541	0.0354632973581182	0.349229567302628	-0.20392872932329	11	0.152141012835076	0.309881968114416	0.188228193180605	-0.104995125229371	12	-0.069122944263858	0.592818203803398	0.101854312302718	-0.0728545923792927	11	-0.0189918189459234	0.524551677004469	0.167619207512618	0.0133353862528609	12	0.202975825566643	0.243227901690256
0	0.734867246137799	ENSG00000006747.10	0.11975383871146	-0.15767358772561	12	-0.184037166040459	0.735593638574355	0.180385677489696	-0.149931685329921	12	0.0346865539602641	0.453145216045657	0.182292673813392	-0.113573477678156	11	0.39336517890557	0.0917974972181461	0.261403586402092	-0.118242110674755	12	-0.21591312308113	0.770764051882369	0.296470390974277	0.0116195303527433	11	0.421593247156312	0.0756670265832913	0.191592069957411	-0.0753309649917144	12	0.497215092338003	0.0352303364171699	0.348580774925684	-0.201692092293954	11	0.15233742237095	0.309653364025387	0.188193014559708	-0.104788608851847	12	-0.0704733137465497	0.594601858506542	0.101963772697168	-0.0740075635615078	11	-0.0168210114955835	0.521747900798086	0.167478071938161	0.0141661590450957	12	0.196473969778342	0.250407500448981
0	0.629960524947437	ENSG00000006747.10	0.120400961628211	-0.163929396447862	12	-0.184348952151868	0.73594875401991	0.180435883382652	-0.150251740380316	12	0.0339466744038173	0.454140771612067	0.181553855673966	-0.109060250307675	11	0.388985555349575	0.0944804975638591	0.262794453509184	-0.124192014388433	12	-0.214820780096198	0.769598068782715	0.295588702969592	0.0145589240685513	11	0.424636700102368	0.0740467142095111	0.190778830700924	-0.0707665727669133	12	0.497898082678504	0.0350073748488737	0.347904470081272	-0.199360609200305	11	0.152560536089528	0.309393754976812	0.188175926503268	-0.104688293278782	12	-0.0719932291260474	0.596607419114166	0.102086650497654	-0.0753018633272442	11	-0.0143630283455779	0.518572107073858	0.167361183709017	0.0148542035787247	12	0.189153185153469	0.258606220416612
0	0.540029869446153	ENSG00000006747.10	0.121100679053546	-0.170693642094582	12	-0.18469127694001	0.736338408857058	0.180499717321635	-0.150658672183651	12	0.0331228500895321	0.45524957460145	0.180794683238694	-0.104422684402159	11	0.383893850080881	0.0976612216430763	0.264290172043122	-0.130590455486304	12	-0.213585670028786	0.768276234906316	0.294658182540329	0.0176611165535038	11	0.428070884412705	0.0722457889391205	0.189921739282515	-0.0659560555975545	12	0.498510886353283	0.034808181824748	0.347207718217792	-0.196958637362319	11	0.152812858326416	0.30910025779366	0.188180971135383	-0.104717907832274	12	-0.073693333712402	0.598848128777113	0.1022218567415	-0.0767260213854497	11	-0.0115883766627581	0.514985963383757	0.167277632526913	0.0153460147263941	12	0.180960999868319	0.267921294725206
0	0.462937356143645	ENSG00000006747.10	0.121848596593318	-0.177923843572109	12	-0.185067276205648	0.736766100184201	0.18057795910389	-0.151157451830589	12	0.0321862742644394	0.456510499843673	0.180024681675663	-0.0997189664719447	11	0.378011081831848	0.10141868539592	0.265882390167466	-0.13740170616778	12	-0.212199430099789	0.766788302477174	0.293684119658277	0.0209084719661811	11	0.431925603641805	0.0702587943764182	0.189025888566136	-0.0609279977267503	12	0.498996606911385	0.0346508715973672	0.346498598270243	-0.194514027978342	11	0.153096717171582	0.308770202369273	0.188211965791181	-0.104899862208958	12	-0.0755810774172549	0.601332835971002	0.102366751616967	-0.0782522319998362	11	-0.00847638136596183	0.510962591387292	0.167237125717306	0.0155844518139366	12	0.171859122199266	0.278439256413183
0	0.39685026299205	ENSG00000006747.10	0.1226403551192	-0.18557786070536	12	-0.185475335712709	0.737229910780097	0.180670494328473	-0.151747350032254	12	0.0311386502348468	0.457921381249182	0.179254307187728	-0.0950129704508313	11	0.37126858459067	0.105834467931593	0.267558401267859	-0.144571409599219	12	-0.210653244968083	0.765123277012226	0.292670144395236	0.0242888882816229	11	0.436238927027491	0.0680783899324803	0.188097132774025	-0.05571525660237	12	0.499282359354879	0.0345585618722404	0.34578584557015	-0.192056895098177	11	0.153414065641256	0.308401363536415	0.188272703564621	-0.105256423797502	12	-0.077664897962285	0.604071484950161	0.102518125028549	-0.0798466825057376	11	-0.00500507103780029	0.506473564359426	0.16724957492813	0.0155111714544117	12	0.161818405939011	0.290240099121843
0	0.340197500043594	ENSG00000006747.10	0.123469729493804	-0.193595514403527	12	-0.185914289474685	0.737728430829607	0.180776700536338	-0.152424398705422	12	0.0299749491526242	0.459489128248984	0.178494521558816	-0.0903716587218475	11	0.363617356968404	0.110987012748972	0.269301780857273	-0.1520293044912	12	-0.208940984484871	0.76327277937701	0.291626692435053	0.0277675747537218	11	0.441016862536076	0.0657157922433951	0.187139807089313	-0.0503421639029631	12	0.499318419498691	0.0345469254287275	0.345078416974642	-0.189618116455649	11	0.153766216122533	0.307992269702643	0.188365408985634	-0.105800651718783	12	-0.0799348702006617	0.607049708568408	0.102671637806797	-0.0814636674463689	11	-0.00115827075475255	0.501498161941014	0.167325337602345	0.0150652061572362	12	0.150850871979756	0.303356756990608
0	0.291632259894029	ENSG00000006747.10	0.124329374883597	-0.201905801349497	12	-0.186382198027984	0.738259371023757	0.180895377202473	-0.153180944682894	12	0.0286927492202967	0.461217150880808	0.177754879394669	-0.085853397621519	11	0.355080616060772	0.116913922914429	0.27109287104223	-0.159691297566362	12	-0.20706035692955	0.761232331111294	0.290558933564406	0.0313272962172122	11	0.446275235176894	0.0631791543357902	0.186164721256171	-0.0448693904727502	12	0.498933200552371	0.0346713782206963	0.344385677840525	-0.187229978040189	11	0.154133654718916	0.307565633275684	0.188492141437268	-0.106544635597591	12	-0.0823819144493989	0.610254161873137	0.102822157943334	-0.0830491302125382	11	0.00307323657532019	0.496024979400232	0.1674734531809	0.0141933466473819	12	0.1389960151377	0.317786058483865
0	0.25	ENSG00000006747.10	0.12521123321275	-0.210430823234068	12	-0.186876528440276	0.738819771473468	0.181024831053219	-0.15400619359862	12	0.0272934553983391	0.46310370633346	0.177049864793441	-0.0815466663367075	11	0.34559677511076	0.123718751163503	0.272909590675817	-0.167462929262499	12	-0.20501421443417	0.759002854862276	0.289473593029807	0.0349456318755858	11	0.452011809955336	0.0604871129180983	0.185177201213336	-0.0393268287119928	12	0.498026586061365	0.0349655375328884	0.343715834857332	-0.184920771469192	11	0.154551585128682	0.307080641052381	0.188653748290212	-0.10749334993039	12	-0.0849839135460833	0.613654399779149	0.10296407092738	-0.0845439318876944	11	0.0076895505194622	0.490054835314114	0.167702053589626	0.0128477255975923	12	0.126332761313969	0.333468923507438
0	0.214310995713268	ENSG00000006747.10	0.126107020042528	-0.219090493472822	12	-0.187394534182876	0.739406436275936	0.181163007930762	-0.154887050504096	12	0.0257839707489594	0.465139630747101	0.17638786679511	-0.0775027110981583	11	0.335263741551152	0.131396749647648	0.274728535395935	-0.175244079517632	12	-0.202811936310432	0.756592322585067	0.288377063697435	0.0386012690302771	11	0.458207634065257	0.0576669333338736	0.184184297592474	-0.0337540510442977	12	0.496457477896164	0.035478838382985	0.343075815356173	-0.182714377919174	11	0.155004315966211	0.306555590105552	0.188849943680783	-0.108645116552116	12	-0.0877063773578555	0.617203956247691	0.103091680414535	-0.085888071583208	11	0.0126796875103992	0.483603416555476	0.168017611547349	0.0109902423467638	12	0.112982592912498	0.350280379123479
0	0.18371681153445	ENSG00000006747.10	0.127008727591797	-0.227807399960945	12	-0.187933878924475	0.740016641571976	0.181307640493967	-0.155809061439083	12	0.0241789290598766	0.467305307061181	0.175777721333788	-0.0737755080842317	11	0.324197623886825	0.139923826729971	0.276526280757315	-0.182934542357238	12	-0.200470756032484	0.754017413206655	0.287275184394406	0.0422747420521302	11	0.464823415346506	0.0547546503472085	0.183192926325232	-0.0281898738750388	12	0.494075255592417	0.036268337751716	0.342471181939164	-0.18062997382055	11	0.155490282477659	0.30599237235748	0.189079242583138	-0.109991217606594	12	-0.0905012490242577	0.620839041697056	0.103199644157574	-0.0870252781963761	11	0.018020255946625	0.476703054889951	0.168424479316905	0.00859527797094728	12	0.0991090615561741	0.368024731834854
0	0.157490131236859	ENSG00000006747.10	0.127909059648677	-0.236511009412193	12	-0.18849351742755	0.740649129420016	0.181456370528487	-0.156757193140198	12	0.022503458795172	0.469566908787879	0.175226674440814	-0.0704093212148611	11	0.312564641595239	0.149225414129948	0.278280743508091	-0.190439849214469	12	-0.198016831547092	0.751304957388116	0.286173072309951	0.0459489911265759	11	0.47179654066723	0.0517943894539747	0.182209826937644	-0.0226721235142207	12	0.490727525832415	0.0373987794981503	0.34190574762228	-0.178680704106933	11	0.156006530503024	0.305394489260445	0.189338935685916	-0.111515748059641	12	-0.0933068252166462	0.624478737483297	0.103283367495259	-0.0879071551173829	11	0.0236753015743328	0.469402920265235	0.168924527920175	0.0056518189884005	12	0.0849122468438508	0.386439152453055
0	0.135007467361538	ENSG00000006747.10	0.128801709165363	-0.245140350898721	12	-0.189074789386015	0.74130533476939	0.181603277875746	-0.157693705482925	12	0.0208863054203102	0.471750602534468	0.174740185681438	-0.0674375014028161	11	0.300571458491363	0.159174619494915	0.279972405534568	-0.197676504767184	12	-0.195485813543034	0.748492879360688	0.285075024466421	0.0496096907320803	11	0.479039325708882	0.0488367522242044	0.181241621886197	-0.0172379692065101	12	0.486269426808981	0.0389425997563645	0.341381539622095	-0.176873557374089	11	0.156548338461892	0.304767481957333	0.189625094889335	-0.113195647969821	12	-0.0960491460100214	0.628027096737857	0.103339269014854	-0.0884959785128949	11	0.0295977450255405	0.461767065078645	0.169516926363921	0.00216475691266138	12	0.0706179499595319	0.405207197238978
0	0.115734339035911	ENSG00000006747.10	0.129679620753213	-0.253627219199125	12	-0.189687483203362	0.741996203414481	0.181751692672438	-0.158639827590083	12	0.0192047010482201	0.474022108438873	0.174321899797733	-0.0648823133284	11	0.288448125706083	0.169598904346881	0.281584403982157	-0.204572372460689	12	-0.192907415628733	0.745613247478606	0.28398451086645	0.053245272486313	11	0.486438874063195	0.0459363874755016	0.180294980443248	-0.011924842955648	12	0.480572886036899	0.0409800684175583	0.340898971612616	-0.175209959715529	11	0.157108967804666	0.304119209949238	0.189932590030171	-0.115000800672582	12	-0.0986448500757189	0.631377070210143	0.103360069891449	-0.0887150788678706	11	0.035853118977492	0.453715090869343	0.170198068193064	-0.00184467941466648	12	0.0564630248677883	0.423980936940046
0	0.0992125657480125	ENSG00000006747.10	0.130538388498442	-0.261929021858148	12	-0.190335952144059	0.742726505041326	0.181897380369509	-0.159568564845483	12	0.0175895887154493	0.476204488906823	0.173973760737639	-0.0627556320100893	11	0.276426710353179	0.180295040731334	0.283098972610747	-0.211051451203667	12	-0.190352064334399	0.742744638597385	0.282905088394736	0.0568438783573221	11	0.49400668778592	0.0430946942949842	0.179376852890319	-0.0067717539593426	12	0.473533861178265	0.0435998150870749	0.340457175041885	-0.173686916898371	11	0.157679796320186	0.30345968549969	0.190255087679723	-0.116894025723681	12	-0.101004945596127	0.63441546803532	0.103351156868675	-0.0886211959757377	11	0.0421625493556272	0.445610011275344	0.170961606578823	-0.00633913036479816	12	0.0426798913135003	0.442407098125611
